ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
155,Appalachian,Virginia,1954,Total land,25532.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103324429.52,127660000.0,1.2355258150763802
156,Appalachian,West Virginia,1954,Total land,15411.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,62366159.46,77055000.0,1.2355258150763802
157,Appalachian,North Carolina,1954,Total land,31422.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,127160434.92,157110000.0,1.2355258150763802
158,Appalachian,Kentucky,1954,Total land,25513.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103247539.18,127565000.0,1.2355258150763802
159,Appalachian,Tennessee,1954,Total land,26750.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,108253505.0,133750000.0,1.2355258150763802
160,Southeast total,Southeast,1954,Total land,124242.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,502789980.12,621210000.0,1.2355258150763802
161,Southeast,South Carolina,1954,Total land,19395.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,78488849.7,96975000.0,1.2355258150763802
162,Southeast,Georgia,1954,Total land,37429.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,151469922.94,187145000.0,1.2355258150763802
163,Southeast,Florida,1954,Total land,34728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,140539354.08,173640000.0,1.2355258150763802
164,Southeast,Alabama,1954,Total land,32690.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,132291853.4,163450000.0,1.2355258150763802
165,Delta States total,Delta States,1954,Total land,92855.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,375771185.3,464275000.0,1.2355258150763802
166,Delta States,Mississippi,1954,Total land,30239.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,122372999.54,151195000.0,1.2355258150763802
167,Delta States,Arkansas,1954,Total land,33712.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,136427744.32,168560000.0,1.2355258150763804
168,Delta States,Louisiana,1954,Total land,28904.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,116970441.44,144520000.0,1.2355258150763802
169,Southern Plains total,Southern Plains,1954,Total land,212828.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,861285120.08,1064140000.0,1.2355258150763802
170,Southern Plains,Oklahoma,1954,Total land,44180.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,178790274.8,220900000.0,1.2355258150763802
171,Southern Plains,Texas,1954,Total land,168648.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,682494845.28,843240000.0,1.2355258150763802
172,Mountain total,Mountain,1954,Total land,548669.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2220386629.34,2743345000.0,1.2355258150763802
173,Mountain,Montana,1954,Total land,93362.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,377822943.32,466810000.0,1.2355258150763802
174,Mountain,Idaho,1954,Total land,52972.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,214370267.92000002,264860000.0,1.2355258150763802
175,Mountain,Wyoming,1954,Total land,62404.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,252540251.44,312020000.0,1.2355258150763802
176,Mountain,Colorado,1954,Total land,66510.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,269156658.6,332550000.0,1.2355258150763802
177,Mountain,New Mexico,1954,Total land,77767.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,314712161.62,388835000.0,1.2355258150763802
178,Mountain,Arizona,1954,Total land,72688.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,294158159.68,363440000.0,1.2355258150763802
179,Mountain,Utah,1954,Total land,52701.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,213273568.86,263505000.0,1.2355258150763802
180,Mountain,Nevada,1954,Total land,70265.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,284352617.90000004,351325000.0,1.2355258150763802
181,Pacific total,Pacific,1954,Total land,204699.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,828388195.14,1023495000.0,1.2355258150763802
182,Pacific,Washington,1954,Total land,42743.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,172974936.98000002,213715000.0,1.2355258150763802
183,Pacific,Oregon,1954,Total land,61642.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,249456544.12,308210000.0,1.2355258150763802
184,Pacific,California,1954,Total land,100314.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,405956714.04,501570000.0,1.2355258150763802
185,48 States,48 States,1954,Total land,1903825.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7704513239.5,9519125000.0,1.2355258150763802
186,AK and HI,Alaska,1954,Total land,365482.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1479054486.52,1827410000.0,1.2355258150763802
187,AK and HI,Hawaii,1954,Total land,4100.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,16592126.0,20500000.0,1.2355258150763802
188,U.S. total,U.S. total,1954,Total land,2273407.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9200159852.02,11367035000.0,1.2355258150763802
189,Northeast total,Northeast,1959,Total land,112324.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,454559502.64,617782000.0,1.3590783965840183
190,Northeast,Maine,1959,Total land,19848.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,80322077.28,79392000.0,0.9884206520611042
191,Northeast,New Hampshire,1959,Total land,5769.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23346335.34,28845000.0,1.2355258150763802
192,Northeast,Vermont,1959,Total land,5937.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,24026207.82,26716500.0,1.1119732335687422
193,Northeast,Massachusetts,1959,Total land,5035.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,20375940.1,35245000.0,1.729736141106932
194,Northeast,Rhode Island,1959,Total land,677.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,2739724.22,5077500.0,1.8532887226145702
195,Northeast,Connecticut,1959,Total land,3135.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,12686906.1,21318000.0,1.6803151085038772
196,Northeast,New York,1959,Total land,30681.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,124161711.66000001,306810000.0,2.4710516301527603
197,Northeast,New Jersey,1959,Total land,4813.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,19477537.18,57756000.0,2.9652619561833125
198,Northeast,Pennsylvania,1959,Total land,28805.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,116569802.3,187232500.0,1.6061835595992944
199,Northeast,Delaware,1959,Total land,1266.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5123324.76,6330000.0,1.2355258150763802
200,Northeast,Maryland,1959,Total land,6319.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25572108.34,31595000.0,1.2355258150763802
201,Northeast,District of Columbia,1959,Total land,39.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,157827.54,195000.0,1.2355258150763802
202,Lake States total,Lake States,1959,Total land,122709.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,496586143.74,613545000.0,1.2355258150763802
203,Lake States,Michigan,1959,Total land,36492.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,147678015.12,182460000.0,1.2355258150763802
204,Lake States,Wisconsin,1959,Total land,35011.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,141684615.46,175055000.0,1.2355258150763802
205,Lake States,Minnesota,1959,Total land,51206.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,207223513.16,256030000.0,1.2355258150763802
206,Corn Belt total,Corn Belt,1959,Total land,165284.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,668881208.24,826420000.0,1.2355258150763802
207,Corn Belt,Ohio,1959,Total land,26222.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,106116762.92,131110000.0,1.2355258150763802
208,Corn Belt,Indiana,1959,Total land,23158.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,93717183.88000001,115790000.0,1.2355258150763802
209,Corn Belt,Illinois,1959,Total land,35795.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,144857353.70000002,178975000.0,1.2355258150763802
210,Corn Belt,Iowa,1959,Total land,35861.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,145124446.46,179305000.0,1.2355258150763802
211,Corn Belt,Missouri,1959,Total land,44248.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179065461.28,221240000.0,1.2355258150763802
212,Northern Plains total,Northern Plains,1959,Total land,194877.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,788639936.22,974385000.0,1.2355258150763802
213,Northern Plains,North Dakota,1959,Total land,44452.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179891020.72,222260000.0,1.2355258150763802
214,Northern Plains,South Dakota,1959,Total land,48882.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,197818610.52,244410000.0,1.2355258150763802
215,Northern Plains,Nebraska,1959,Total land,49032.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,198425639.52,245160000.0,1.2355258150763802
216,Northern Plains,Kansas,1959,Total land,52511.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,212504665.46,262555000.0,1.2355258150763802
217,Appalachian total,Appalachian,1959,Total land,124550.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,504036413.0,622750000.0,1.2355258150763802
218,Appalachian,Virginia,1959,Total land,25496.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103178742.56,127480000.0,1.2355258150763802
219,Appalachian,West Virginia,1959,Total land,15411.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,62366159.46,77055000.0,1.2355258150763802
220,Appalachian,North Carolina,1959,Total land,31403.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,127083544.58,157015000.0,1.2355258150763802
221,Appalachian,Kentucky,1959,Total land,25512.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,103243492.32000001,127560000.0,1.2355258150763802
222,Appalachian,Tennessee,1959,Total land,26728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,108164474.08,133640000.0,1.2355258150763802
223,Southeast total,Southeast,1959,Total land,124068.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,502085826.48,620340000.0,1.2355258150763802
224,Southeast,South Carolina,1959,Total land,19374.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,78403865.64,96870000.0,1.2355258150763802
225,Southeast,Georgia,1959,Total land,37295.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,150927643.70000002,186475000.0,1.2355258150763802
226,Southeast,Florida,1959,Total land,34721.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,140511026.06,173605000.0,1.2355258150763802
227,Southeast,Alabama,1959,Total land,32678.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,132243291.08,163390000.0,1.2355258150763802
228,Delta States total,Delta States,1959,Total land,92690.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,375103453.40000004,463450000.0,1.2355258150763802
229,Delta States,Mississippi,1959,Total land,30223.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,122308249.78,151115000.0,1.2355258150763802
230,Delta States,Arkansas,1959,Total land,33599.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,135970449.14000002,167995000.0,1.2355258150763802
231,Delta States,Louisiana,1959,Total land,28868.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,116824754.48,144340000.0,1.2355258150763802
232,Southern Plains total,Southern Plains,1959,Total land,212306.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,859172659.1600001,1061530000.0,1.2355258150763802
233,Southern Plains,Oklahoma,1959,Total land,44088.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,178417963.68,220440000.0,1.2355258150763802
234,Southern Plains,Texas,1959,Total land,168218.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,680754695.48,841090000.0,1.2355258150763802
235,Mountain total,Mountain,1959,Total land,548448.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2219492273.28,2742240000.0,1.2355258150763802
236,Mountain,Montana,1959,Total land,93271.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,377454679.06,466355000.0,1.2355258150763802
237,Mountain,Idaho,1959,Total land,52933.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,214212440.38,264665000.0,1.2355258150763802
